report_id,district,date_of_report,victim_age,victim_gender,reporter_type,description,abuse_types,risk_level,follow_up_required,case_status,urban_rural,Physical violence,Sexual abuse,Emotional abuse,Neglect (basic needs),Child labor,Early marriage,Exploitation,Educational deprivation,Abandonment,Cyber exploitation,follow_up_Yes,follow_up_No,follow_up_pending
20342337,Barguna,4/19/2025,13,Male,Family member (aunt),Child shows signs of depression. Multiple similar reports in area.,Emotional abuse,mild,Yes,Closed,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
81023078,Jamalpur,7/25/2022,8,Female,Neighbor,"Child shows signs of anxiety, appears poorly clothed, arranged marriage at age 14. Multiple similar reports in area.","Emotional abuse, Neglect (basic needs), Early marriage",severe,Yes,Open,Rural,0,0,1,1,0,1,0,0,0,0,1,0,0
12542356,Jamalpur,11/15/2023,5,Male,Teacher,Child left at home alone for weeks. Multiple similar reports in area.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
99978521,Nilphamari,2/21/2022,14,Female,Social worker,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
38043244,Gopalganj,9/13/2024,16,Male,Neighbor,"Child appears poorly clothed, engaged in excessive working hours. Corroborating evidence exists.","Neglect (basic needs), Child labor",medium,Pending,Closed,Urban,0,0,0,1,1,0,0,0,0,0,0,0,1
30071104,Thakurgaon,7/20/2023,15,Male,Family member (grandparent),"Child appears without proper shelter, shows signs of withdrawal. Corroborating evidence exists.","Neglect (basic needs), Emotional abuse",medium,Pending,Investigation,Rural,0,0,1,1,0,0,0,0,0,0,0,0,1
87395068,Faridpur,6/18/2023,15,Male,Relative,Child shows signs of depression. Corroborating evidence exists.,Emotional abuse,mild,Yes,Investigation,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
86778661,Gazipur,5/27/2023,14,Female,Neighbor,Child arranged marriage at age 14. Case requires immediate attention.,Early marriage,medium,Pending,Open,Rural,0,0,0,0,0,1,0,0,0,0,0,0,1
48097404,Lalmonirhat,8/18/2022,,Male,Social worker,Child left with neighbors for weeks. Case requires immediate attention.,Abandonment,medium,Yes,Investigation,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
82443146,Moulvibazar,6/19/2023,6,Male,Child helpline,Child shows signs of depression. Corroborating evidence exists.,Emotional abuse,mild,Yes,Open,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
79470961,Noakhali,9/16/2022,8,Other,NGO staff,"Child subjected to begging ring, engaged in hazardous work, appears malnourished. Corroborating evidence exists.","Exploitation, Child labor, Neglect (basic needs)",severe,Yes,Open,Urban,0,0,0,1,1,0,1,0,0,0,1,0,0
74469251,Cox's Bazar,11/13/2023,7,Female,Community leader,Child not attending school since 1 year. Corroborating evidence exists.,Educational deprivation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
48601088,Panchagarh,10/1/2022,13,Male,Anonymous,Child reported inappropriate touching. Case requires immediate attention.,Sexual abuse,medium,Pending,Investigation,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
63704305,Shariatpur,4/7/2024,15,Male,Relative,Child observed burns. Corroborating evidence exists.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
6092240,Barishal,3/7/2023,1,Female,NGO staff,Child shows signs of anxiety. Corroborating evidence exists.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
40220280,Dinajpur,4/5/2023,6,Female,Child helpline,Child observed unexplained injuries. Corroborating evidence exists.,Physical violence,medium,Yes,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
22739670,Narayanganj,2/24/2025,13,Female,Anonymous,"Child observed fractures, appears without proper shelter, reported inappropriate touching. Corroborating evidence exists.","Physical violence, Neglect (basic needs), Sexual abuse",severe,Pending,Investigation,Urban,1,1,0,1,0,0,0,0,0,0,0,0,1
40323120,Patuakhali,3/2/2024,4,Male,Relative,"Child observed burns, reported harassment. Case requires immediate attention.","Physical violence, Sexual abuse",severe,Yes,Open,Rural,1,1,0,0,0,0,0,0,0,0,1,0,0
60079400,Barguna,10/19/2024,12,Male,Neighbor,Child involved in sextortion. Case requires immediate attention.,Cyber exploitation,mild,No,Open,Urban,0,0,0,0,0,0,0,0,0,1,0,1,0
41436092,Sirajganj,2/15/2023,10,Male,Family member (mother),"Child observed unexplained injuries, engaged in factory labor. Family denies allegations.","Physical violence, Child labor",severe,Yes,Open,Rural,1,0,0,0,1,0,0,0,0,0,1,0,0
44489120,Moulvibazar,5/10/2023,4,Female,Relative,Child left at home alone for days. Case requires immediate attention.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
61524076,Brahmanbaria,9/10/2024,6,Male,Social worker,Child not attending school since 1 year. Corroborating evidence exists.,Educational deprivation,mild,Yes,Closed,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
93678548,Feni,3/16/2024,12,Female,Police,Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Pending,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,0,0,1
99088212,Shariatpur,10/26/2024,17,Male,Teacher,Child arranged marriage at age 12. Corroborating evidence exists.,Early marriage,medium,Yes,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
88673148,Faridpur,8/5/2024,16,Male,Teacher,Child involved in online harassment. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
54698563,Pabna,12/17/2022,12,Male,Teacher,Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Investigation,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
67464309,Gaibandha,8/2/2022,4,Male,Neighbor,Child engaged in factory labor. Multiple similar reports in area.,Child labor,mild,No,Open,Urban,0,0,0,0,1,0,0,0,0,0,0,1,0
21532980,Natore,5/6/2022,11,Female,Social worker,Child not attending school since 6 months. Case requires immediate attention.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
33383854,Sherpur,9/12/2022,3,Female,Healthcare worker,Child left at hospital for weeks. Case requires immediate attention.,Abandonment,medium,No,Closed,Urban,0,0,0,0,0,0,0,0,1,0,0,1,0
86862439,Kishoreganj,2/5/2025,6,Female,Anonymous,"Child subjected to forced labor, left at hospital for weeks, not attending school since 1 year. Case requires immediate attention.","Exploitation, Abandonment, Educational deprivation",severe,No,Closed,Rural,0,0,0,0,0,0,1,1,1,0,0,1,0
13581051,Dhaka,11/7/2024,6,Male,NGO staff,Child appears malnourished. Case requires immediate attention.,Neglect (basic needs),mild,Pending,Investigation,Urban,0,0,0,1,0,0,0,0,0,0,0,0,1
52675173,Feni,6/30/2022,6,Female,Child helpline,"Child shows signs of withdrawal, not attending school since 1 year. Case requires immediate attention.","Emotional abuse, Educational deprivation",medium,Yes,Open,Rural,0,0,1,0,0,0,0,1,0,0,1,0,0
50824139,Kishoreganj,12/13/2023,13,Male,Child helpline,Child observed fractures. Family denies allegations.,Physical violence,medium,Pending,Open,Urban,1,0,0,0,0,0,0,0,0,0,0,0,1
91156887,Chandpur,5/17/2024,15,Male,NGO staff,"Child shows signs of anxiety, left with neighbors for weeks. Family denies allegations.","Emotional abuse, Abandonment",severe,Pending,Open,Rural,0,0,1,0,0,0,0,0,1,0,0,0,1
50174112,Lakshmipur,6/21/2023,5,Female,Healthcare worker,"Child involved in sextortion, left with neighbors for weeks. Corroborating evidence exists.","Cyber exploitation, Abandonment",severe,Yes,Closed,Rural,0,0,0,0,0,0,0,0,1,1,1,0,0
80340983,Narsingdi,7/1/2022,4,Male,Relative,Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
89873773,Faridpur,5/2/2024,5,Male,Social worker,Child arranged marriage at age 14. Case requires immediate attention.,Early marriage,medium,Pending,Open,Urban,0,0,0,0,0,1,0,0,0,0,0,0,1
48689415,Sunamganj,1/17/2023,9,Male,Neighbor,"Child subjected to begging ring, engaged in hazardous work, not attending school since 6 months. Family denies allegations.","Exploitation, Child labor, Educational deprivation",severe,Yes,Investigation,Rural,0,0,0,0,1,0,1,1,0,0,1,0,0
58960270,Rajbari,11/26/2023,13,Male,Family member (father),"Child arranged marriage at age 17, appears malnourished. Case requires immediate attention.","Early marriage, Neglect (basic needs)",severe,Yes,Closed,Rural,0,0,0,1,0,1,0,0,0,0,1,0,0
28847624,Sylhet,4/6/2023,6,Male,Police,Child reported inappropriate touching. Case requires immediate attention.,Sexual abuse,medium,Yes,Investigation,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
10388661,Shariatpur,12/15/2024,7,Female,Anonymous,Child left at home alone for days. Corroborating evidence exists.,Abandonment,medium,Pending,Open,Rural,0,0,0,0,0,0,0,0,1,0,0,0,1
49634692,Khagrachhari,7/27/2022,13,Female,Anonymous,"Child shows signs of fearfulness, not attending school since 1 year. Multiple similar reports in area.","Emotional abuse, Educational deprivation",medium,Yes,Investigation,Urban,0,0,1,0,0,0,0,1,0,0,1,0,0
31729396,Madaripur,5/12/2023,17,Male,Teacher,Child arranged marriage at age 15. Corroborating evidence exists.,Early marriage,medium,No,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,0,1,0
86390318,Pabna,4/28/2022,8,Female,Relative,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
87561260,Brahmanbaria,4/19/2025,17,Female,Teacher,Child engaged in hazardous work. Case requires immediate attention.,Child labor,mild,No,Open,Rural,0,0,0,0,1,0,0,0,0,0,0,1,0
39572167,Dinajpur,11/6/2023,1,Male,Social worker,Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,0,1
52561282,Rangamati,4/5/2025,,Male,Anonymous,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
31323799,Sylhet,4/20/2024,15,Female,Child helpline,Child arranged marriage at age 12. Case requires immediate attention.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
64691371,Sylhet,10/4/2022,9,Male,Police,Child arranged marriage at age 13. Case requires immediate attention.,Early marriage,medium,Yes,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
35860444,Jhalokati,10/5/2022,3,Female,Community leader,Child shows signs of fearfulness. Multiple similar reports in area.,Emotional abuse,mild,Yes,Closed,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
48144501,Patuakhali,3/17/2021,8,Female,Relative,"Child appears malnourished, subjected to begging ring. Case requires immediate attention.","Neglect (basic needs), Exploitation",severe,No,Open,Rural,0,0,0,1,0,0,1,0,0,0,0,1,0
51456960,Madaripur,12/24/2023,2,Male,Child helpline,Child observed fractures. Multiple similar reports in area.,Physical violence,medium,Yes,Closed,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
55597209,Narsingdi,2/15/2023,4,Male,Neighbor,Child appears poorly clothed. Multiple similar reports in area.,Neglect (basic needs),mild,Pending,Open,Rural,0,0,0,1,0,0,0,0,0,0,0,0,1
51915434,Dinajpur,9/4/2024,16,Male,Community leader,Child shows signs of withdrawal. Case requires immediate attention.,Emotional abuse,mild,Yes,Investigation,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
43821927,Tangail,6/28/2023,8,Female,Community leader,"Child observed fractures, left at hospital for days, not attending school since 1 year. Multiple similar reports in area.","Physical violence, Abandonment, Educational deprivation",severe,Yes,Open,Rural,1,0,0,0,0,0,0,1,1,0,1,0,0
26442388,Natore,10/8/2022,13,Male,Community leader,Child reported harassment. Case requires immediate attention.,Sexual abuse,medium,Yes,Open,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
44746240,Naogaon,2/8/2023,12,Female,Teacher,Child observed bruises. Family denies allegations.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
36885313,Gopalganj,5/1/2024,9,Male,Teacher,"Child involved in online harassment, subjected to sexual exploitation. Family denies allegations.","Cyber exploitation, Exploitation",severe,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,1,1,0,0
45945381,Bhola,6/9/2023,9,Male,Healthcare worker,Child involved in sextortion. Case requires immediate attention.,Cyber exploitation,mild,Pending,Open,Urban,0,0,0,0,0,0,0,0,0,1,0,0,1
57835284,Tangail,6/26/2022,11,Male,Child helpline,Child engaged in excessive working hours. Family denies allegations.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
87570704,Khagrachhari,2/16/2023,8,Female,Child helpline,Child not attending school since 1 year. Corroborating evidence exists.,Educational deprivation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
36188254,Kurigram,11/3/2022,14,Male,Social worker,Child shows signs of anxiety. Multiple similar reports in area.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
63061479,Panchagarh,9/6/2022,14,Female,Child helpline,"Child observed fractures, shows signs of fearfulness. Corroborating evidence exists.","Physical violence, Emotional abuse",severe,Yes,Open,Urban,1,0,1,0,0,0,0,0,0,0,1,0,0
55494595,Jamalpur,4/24/2022,9,Male,Social worker,"Child left with neighbors for days, arranged marriage at age 12. Case requires immediate attention.","Abandonment, Early marriage",severe,Yes,Open,Urban,0,0,0,0,0,1,0,0,1,0,1,0,0
92855938,Naogaon,11/17/2024,15,Male,NGO staff,Child arranged marriage at age 14. Multiple similar reports in area.,Early marriage,medium,No,Open,Rural,0,0,0,0,0,1,0,0,0,0,0,1,0
55823094,Chattogram,3/31/2025,3,Male,Community leader,"Child reported assault, left at hospital for days. Case requires immediate attention.","Sexual abuse, Abandonment",severe,Yes,Open,Urban,0,1,0,0,0,0,0,0,1,0,1,0,0
93119696,Thakurgaon,5/6/2024,17,Male,Child helpline,Child not attending school since 1 year. Family denies allegations.,Educational deprivation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,0,1
20394559,Bogra,1/3/2025,6,Male,Neighbor,Child not attending school since 2 years. Case requires immediate attention.,Educational deprivation,mild,Pending,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,0,0,1
56140121,Pabna,10/24/2024,13,Male,Relative,Child involved in sextortion. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
33436411,Cox's Bazar,6/2/2024,16,Male,Neighbor,"Child shows signs of withdrawal, reported inappropriate touching. Multiple similar reports in area.","Emotional abuse, Sexual abuse",severe,Yes,Closed,Urban,0,1,1,0,0,0,0,0,0,0,1,0,0
21554544,Moulvibazar,9/16/2024,10,Female,Police,Child observed fractures. Family denies allegations.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
72013899,Rangamati,12/21/2022,6,Female,Social worker,Child left with neighbors for days. Family denies allegations.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
74831219,Sunamganj,1/2/2024,5,Female,Social worker,Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
87738384,Rajshahi,5/21/2024,9,Male,Child helpline,"Child reported assault, left at hospital for weeks. Family denies allegations.","Sexual abuse, Abandonment",severe,Yes,Closed,Rural,0,1,0,0,0,0,0,0,1,0,1,0,0
66304194,Shariatpur,8/9/2023,6,Male,Family member (aunt),Child not attending school since 2 years. Corroborating evidence exists.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
75390721,Netrokona,12/27/2020,9,Male,Relative,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,No,Open,Rural,0,0,0,0,0,0,1,0,0,0,0,1,0
50968195,Madaripur,8/29/2023,9,Male,Anonymous,Child appears without proper shelter. Family denies allegations.,Neglect (basic needs),mild,Yes,Open,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
64333686,Rangamati,1/30/2023,9,Female,Healthcare worker,"Child appears malnourished, engaged in hazardous work. Corroborating evidence exists.","Neglect (basic needs), Child labor",medium,Pending,Open,Rural,0,0,0,1,1,0,0,0,0,0,0,0,1
23576150,Munshiganj,4/13/2025,10,Male,Community leader,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,Yes,Open,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
84135299,Rajshahi,5/30/2021,9,Male,Relative,Child shows signs of fearfulness. Family denies allegations.,Emotional abuse,mild,Pending,Open,Rural,0,0,1,0,0,0,0,0,0,0,0,0,1
93643158,Manikganj,3/19/2025,8,Male,Teacher,Child observed unexplained injuries. Multiple similar reports in area.,Physical violence,medium,Yes,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
65869064,Rajshahi,4/21/2024,5,Female,Family member (aunt),Child observed fractures. Family denies allegations.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
49217824,Dhaka,11/18/2024,12,Male,Child helpline,"Child not attending school since 6 months, engaged in excessive working hours. Multiple similar reports in area.","Educational deprivation, Child labor",medium,Yes,Investigation,Rural,0,0,0,0,1,0,0,1,0,0,1,0,0
41060244,Naogaon,2/10/2023,17,Male,Police,Child involved in sextortion. Multiple similar reports in area.,Cyber exploitation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
20874755,Naogaon,1/6/2025,2,Female,Family member (aunt),Child left at hospital for weeks. Family denies allegations.,Abandonment,medium,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
99112899,Narayanganj,1/5/2022,10,Female,Healthcare worker,Child left at home alone for weeks. Corroborating evidence exists.,Abandonment,medium,No,Open,Rural,0,0,0,0,0,0,0,0,1,0,0,1,0
99702718,Natore,9/21/2024,7,Male,Social worker,"Child observed unexplained injuries, not attending school since 1 year. Family denies allegations.","Physical violence, Educational deprivation",medium,Yes,Open,Rural,1,0,0,0,0,0,0,1,0,0,1,0,0
72456316,Sunamganj,6/18/2022,5,Female,Child helpline,Child reported inappropriate touching. Corroborating evidence exists.,Sexual abuse,medium,Pending,Open,Rural,0,1,0,0,0,0,0,0,0,0,0,0,1
59604178,Narayanganj,4/3/2024,3,Male,Social worker,Child arranged marriage at age 17. Corroborating evidence exists.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
20775917,Rangamati,8/21/2022,3,Male,Anonymous,"Child reported assault, appears malnourished, not attending school since 6 months. Multiple similar reports in area.","Sexual abuse, Neglect (basic needs), Educational deprivation",severe,Pending,Open,Rural,0,1,0,1,0,0,0,1,0,0,0,0,1
3681693,Manikganj,6/18/2024,15,Male,Police,"Child reported harassment, shows signs of withdrawal. Corroborating evidence exists.","Sexual abuse, Emotional abuse",severe,Yes,Open,Rural,0,1,1,0,0,0,0,0,0,0,1,0,0
22246322,Sunamganj,10/8/2024,8,Male,Community leader,"Child observed burns, reported inappropriate touching. Case requires immediate attention.","Physical violence, Sexual abuse",severe,Pending,Open,Rural,1,1,0,0,0,0,0,0,0,0,0,0,1
75125973,Lakshmipur,2/17/2024,7,Male,Family member (aunt),Child observed bruises. Case requires immediate attention.,Physical violence,medium,Yes,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
21538164,Mymensingh,2/9/2025,7,Female,NGO staff,"Child engaged in excessive working hours, not attending school since 2 years, subjected to begging ring. Case requires immediate attention.","Child labor, Educational deprivation, Exploitation",severe,Pending,Investigation,Rural,0,0,0,0,1,0,1,1,0,0,0,0,1
17547455,Cox's Bazar,5/26/2022,9,Male,Neighbor,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
4101547,Patuakhali,2/20/2024,3,Female,Child helpline,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
14318927,Nilphamari,1/24/2024,10,Female,Community leader,Child not attending school since 2 years. Case requires immediate attention.,Educational deprivation,mild,Pending,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,0,0,1
42365293,Moulvibazar,5/7/2022,1,Female,Child helpline,"Child shows signs of depression, left at home alone for weeks. Family denies allegations.","Emotional abuse, Abandonment",severe,Yes,Open,Rural,0,0,1,0,0,0,0,0,1,0,1,0,0
40083236,Tangail,12/2/2024,17,Female,Relative,Child observed bruises. Multiple similar reports in area.,Physical violence,medium,No,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
30167202,Sunamganj,11/22/2024,15,Female,Anonymous,"Child arranged marriage at age 17, observed bruises. Multiple similar reports in area.","Early marriage, Physical violence",severe,Pending,Investigation,Rural,1,0,0,0,0,1,0,0,0,0,0,0,1
5424106,Feni,6/1/2023,12,Female,NGO staff,"Child left with neighbors for weeks, reported assault, subjected to begging ring. Family denies allegations.","Abandonment, Sexual abuse, Exploitation",severe,Yes,Open,Urban,0,1,0,0,0,0,1,0,1,0,1,0,0
91149330,Jhalokati,2/24/2023,6,Male,Healthcare worker,Child reported harassment. Multiple similar reports in area.,Sexual abuse,medium,Yes,Investigation,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
89246873,Kishoreganj,7/5/2023,7,Male,Social worker,"Child engaged in factory labor, not attending school since 6 months. Corroborating evidence exists.","Child labor, Educational deprivation",medium,Yes,Open,Rural,0,0,0,0,1,0,0,1,0,0,1,0,0
23459468,Noakhali,3/30/2023,11,Female,Community leader,Child arranged marriage at age 14. Family denies allegations.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
70255847,Kurigram,3/12/2025,13,Male,Relative,"Child involved in online harassment, shows signs of fearfulness. Family denies allegations.","Cyber exploitation, Emotional abuse",medium,Yes,Closed,Urban,0,0,1,0,0,0,0,0,0,1,1,0,0
91953268,Chattogram,12/9/2023,10,Male,Family member (aunt),Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,No,Open,Urban,0,0,0,0,0,0,0,1,0,0,0,1,0
72155743,Chandpur,11/4/2023,10,Female,Family member (aunt),Child arranged marriage at age 16. Family denies allegations.,Early marriage,medium,Pending,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,0,0,1
54807730,Mymensingh,4/26/2021,4,Male,Healthcare worker,Child involved in sextortion. Family denies allegations.,Cyber exploitation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
91982039,Chattogram,8/13/2023,14,Male,Child helpline,"Child left at home alone for days, subjected to sexual exploitation, appears without proper shelter. Multiple similar reports in area.","Abandonment, Exploitation, Neglect (basic needs)",severe,Yes,Open,Rural,0,0,0,1,0,0,1,0,1,0,1,0,0
41336885,Sylhet,4/11/2025,10,Male,Police,"Child appears without proper shelter, left at hospital for days. Multiple similar reports in area.","Neglect (basic needs), Abandonment",severe,Pending,Open,Urban,0,0,0,1,0,0,0,0,1,0,0,0,1
74798617,Chandpur,8/25/2024,13,Female,Police,Child involved in grooming. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
32000029,Madaripur,5/12/2024,16,Male,Social worker,Child left at hospital for days. Multiple similar reports in area.,Abandonment,medium,Yes,Closed,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
66924989,Tangail,8/8/2022,2,Male,Social worker,Child appears without proper shelter. Multiple similar reports in area.,Neglect (basic needs),mild,Yes,Open,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
87606986,Munshiganj,6/21/2022,7,Male,Child helpline,"Child observed bruises, not attending school since 1 year, involved in sextortion. Family denies allegations.","Physical violence, Educational deprivation, Cyber exploitation",severe,Pending,Open,Urban,1,0,0,0,0,0,0,1,0,1,0,0,1
24539548,Rangamati,7/21/2024,,Male,Relative,Child reported inappropriate touching. Corroborating evidence exists.,Sexual abuse,medium,Yes,Open,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
23490171,Cumilla,4/1/2024,2,Female,Family member (grandparent),Child appears without proper shelter. Family denies allegations.,Neglect (basic needs),mild,Pending,Open,Urban,0,0,0,1,0,0,0,0,0,0,0,0,1
77153080,Bogra,7/11/2024,12,Other,Social worker,"Child observed fractures, left with neighbors for weeks, engaged in hazardous work. Multiple similar reports in area.","Physical violence, Abandonment, Child labor",severe,Yes,Open,Urban,1,0,0,0,1,0,0,0,1,0,1,0,0
8312863,Chandpur,8/31/2022,8,Female,Healthcare worker,Child reported harassment. Multiple similar reports in area.,Sexual abuse,medium,Pending,Open,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
66304003,Sirajganj,6/30/2024,,Male,NGO staff,"Child left at home alone for weeks, not attending school since 6 months. Case requires immediate attention.","Abandonment, Educational deprivation",medium,Yes,Open,Rural,0,0,0,0,0,0,0,1,1,0,1,0,0
81310720,Naogaon,8/7/2023,13,Female,Social worker,Child observed burns. Multiple similar reports in area.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
63330397,Narsingdi,7/26/2023,9,Other,Neighbor,"Child appears malnourished, arranged marriage at age 13. Multiple similar reports in area.","Neglect (basic needs), Early marriage",severe,Pending,Investigation,Urban,0,0,0,1,0,1,0,0,0,0,0,0,1
74903003,Sirajganj,11/17/2024,14,Male,Neighbor,"Child reported harassment, engaged in excessive working hours, arranged marriage at age 12. Case requires immediate attention.","Sexual abuse, Child labor, Early marriage",severe,Yes,Closed,Urban,0,1,0,0,1,1,0,0,0,0,1,0,0
7053529,Moulvibazar,1/22/2025,12,Female,Teacher,Child reported inappropriate touching. Case requires immediate attention.,Sexual abuse,medium,Yes,Open,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
76891355,Sunamganj,9/25/2022,14,Male,Healthcare worker,"Child arranged marriage at age 17, reported assault, not attending school since 1 year. Family denies allegations.","Early marriage, Sexual abuse, Educational deprivation",severe,No,Open,Rural,0,1,0,0,0,1,0,1,0,0,0,1,0
70590715,Dhaka,10/2/2021,7,Female,Healthcare worker,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,No,Open,Urban,0,0,0,0,0,0,0,1,0,0,0,1,0
79779743,Kishoreganj,3/11/2024,11,Male,Relative,Child involved in online harassment. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
66885729,Natore,10/16/2024,10,Female,Neighbor,Child involved in grooming. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
84846220,Patuakhali,2/26/2024,10,Male,Healthcare worker,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,No,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,1,0
73212435,Rajshahi,7/22/2022,12,Other,Anonymous,Child engaged in excessive working hours. Case requires immediate attention.,Child labor,mild,Pending,Closed,Urban,0,0,0,0,1,0,0,0,0,0,0,0,1
65090013,Thakurgaon,5/5/2022,12,Female,Child helpline,Child subjected to sexual exploitation. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
61625148,Kurigram,4/8/2024,14,Male,Healthcare worker,Child shows signs of withdrawal. Corroborating evidence exists.,Emotional abuse,mild,Yes,Open,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
